frame_idx,vision_frame_id,model_frame_id,image_path,dRel,yRel,vRel,vLead,vLeadK,aLeadK,aLeadTau,status,fcw,modelProb,radar,radarTrackId,raw_vision_dRel,vEgo
43,511,511,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/43.png,33.65273666381836,-0.1672886610031128,-1.1309928894042969,9.875375747680664,9.875375747680664,0.0,0.30000001192092896,True,False,0.9980699419975281,False,-1,33.65273712158203,11.006368637084961
44,513,513,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/44.png,32.98451614379883,-0.13007831573486328,-1.5394887924194336,9.469094276428223,9.469094276428223,0.0,0.30000001192092896,True,False,0.9970734119415283,False,-1,32.9845166015625,11.008583068847656
45,515,515,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/45.png,33.48391342163086,-0.14802229404449463,-1.2071313858032227,9.80183219909668,9.80183219909668,0.0,0.30000001192092896,True,False,0.9983130693435669,False,-1,33.48391387939453,11.008963584899902
46,518,518,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/46.png,32.3638801574707,-0.20323336124420166,-1.0869760513305664,9.924518585205078,9.924518585205078,0.0,0.30000001192092896,True,False,0.9986433386802673,False,-1,32.36388061523437,11.011494636535645
47,520,520,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/47.png,33.03079605102539,-0.19607818126678467,-1.108121395111084,9.905338287353516,9.905338287353516,0.0,0.30000001192092896,True,False,0.9984037280082703,False,-1,33.03079650878906,11.013459205627441
48,522,522,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/48.png,32.95106887817383,-0.19509375095367432,-1.1850461959838867,9.829715728759766,9.829715728759766,0.0,0.30000001192092896,True,False,0.998660683631897,False,-1,32.9510693359375,11.014761924743652
49,524,524,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/49.png,32.88750076293945,-0.20485568046569824,-0.9980745315551758,10.017970085144043,10.017970085144043,0.0,0.30000001192092896,True,False,0.9986955523490906,False,-1,32.88750122070312,11.016044616699219
50,526,526,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/50.png,32.71577072143555,-0.19743478298187256,-1.4240350723266602,9.593332290649414,9.593332290649414,0.0,0.30000001192092896,True,False,0.998528003692627,False,-1,32.715771179199216,11.017367362976074
51,528,528,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/51.png,33.095577239990234,-0.18062984943389893,-1.185011863708496,9.834894180297852,9.834894180297852,0.0,0.30000001192092896,True,False,0.9986496567726135,False,-1,33.0955776977539,11.019906044006348
52,530,530,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/52.png,32.51945877075195,-0.17792773246765137,-1.2352495193481445,9.784965515136719,9.784965515136719,0.0,0.30000001192092896,True,False,0.9987248778343201,False,-1,32.51945922851562,11.020215034484863
53,532,532,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/53.png,32.569820404052734,-0.21239328384399414,-1.0476646423339844,9.974945068359375,9.974945068359375,0.0,0.30000001192092896,True,False,0.998711109161377,False,-1,32.5698208618164,11.02260971069336
54,534,534,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/54.png,32.84232711791992,-0.18222177028656006,-1.1341133117675781,9.890440940856934,9.890440940856934,0.0,0.30000001192092896,True,False,0.9986869692802429,False,-1,32.84232757568359,11.024554252624512
55,536,536,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/55.png,31.863170623779297,-0.19231915473937988,-1.4181499481201172,9.607714653015137,9.607714653015137,0.0,0.30000001192092896,True,False,0.9975829124450684,False,-1,31.86317108154297,11.025864601135254
56,538,538,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/56.png,31.942764282226562,-0.167280912399292,-1.2394161224365234,9.787738800048828,9.787738800048828,0.0,0.30000001192092896,True,False,0.9982093572616577,False,-1,31.942764739990235,11.027154922485352
57,540,540,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/57.png,32.43647384643555,-0.12677741050720215,-1.0141687393188477,10.014310836791992,10.014310836791992,0.0,0.30000001192092896,True,False,0.9982511401176453,False,-1,32.436474304199216,11.02847957611084
58,542,542,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/58.png,33.49430465698242,-0.14418065547943115,-0.6178207397460938,10.413331985473633,10.413331985473633,0.0,0.30000001192092896,True,False,0.9983129501342773,False,-1,33.49430511474609,11.031152725219727
59,544,544,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/59.png,32.070343017578125,-0.14575791358947754,-1.066258430480957,9.965068817138672,9.965068817138672,0.0,0.30000001192092896,True,False,0.9978712797164917,False,-1,32.070343475341794,11.031327247619629
60,546,546,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/60.png,32.753570556640625,-0.17469573020935059,-1.0370936393737793,9.996490478515625,9.996490478515625,0.0,0.30000001192092896,True,False,0.9978166818618774,False,-1,32.753571014404294,11.033584594726562
61,548,548,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/61.png,31.72634506225586,-0.19634795188903809,-1.3675308227539062,9.666433334350586,9.666433334350586,0.0,0.30000001192092896,True,False,0.9977946281433105,False,-1,31.72634552001953,11.033964157104492
62,549,549,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/62.png,31.886463165283203,-0.21098363399505615,-1.235785961151123,9.800567626953125,9.800567626953125,0.0,0.30000001192092896,True,False,0.9977046847343445,False,-1,31.886463623046875,11.03635311126709
63,552,552,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/63.png,31.29507827758789,-0.18967866897583008,-1.356790542602539,9.679966926574707,9.679966926574707,0.0,0.30000001192092896,True,False,0.9969895482063293,False,-1,31.295078735351563,11.036757469177246
64,554,554,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/64.png,30.693340301513672,-0.2285022735595703,-1.4133720397949219,9.625907897949219,9.625907897949219,0.0,0.30000001192092896,True,False,0.9971600770950317,False,-1,30.693340759277344,11.03927993774414
65,556,556,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/65.png,30.907329559326172,-0.25376904010772705,-1.1625738143920898,9.876995086669922,9.876995086669922,0.0,0.30000001192092896,True,False,0.9977725148200989,False,-1,30.907330017089844,11.039568901062012
66,558,558,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/66.png,30.61208724975586,-0.2115633487701416,-0.9775609970092773,10.064496040344238,10.064496040344238,0.0,0.30000001192092896,True,False,0.9980242252349854,False,-1,30.61208770751953,11.042057037353516
67,560,560,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/67.png,30.759578704833984,-0.1683950424194336,-1.0963029861450195,9.946043014526367,9.946043014526367,0.0,0.30000001192092896,True,False,0.9979934692382812,False,-1,30.759579162597657,11.042346000671387
68,562,562,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/68.png,30.195335388183594,-0.24396920204162598,-0.8661708831787109,10.175745010375977,10.175745010375977,0.0,0.30000001192092896,True,False,0.9979698061943054,False,-1,30.195335845947266,11.041915893554688
69,563,563,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/69.png,30.21326446533203,-0.26572751998901367,-0.9277868270874023,10.11520004272461,10.11520004272461,0.0,0.30000001192092896,True,False,0.9978002905845642,False,-1,30.213264923095704,11.042986869812012
70,565,565,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/70.png,29.734718322753906,-0.20396828651428223,-1.4854469299316406,9.559487342834473,9.559487342834473,0.0,0.30000001192092896,True,False,0.9964573979377747,False,-1,29.73471878051758,11.044934272766113
71,567,567,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/71.png,30.29655647277832,-0.18169760704040527,-0.6298503875732422,10.415099143981934,10.415099143981934,0.0,0.30000001192092896,True,False,0.9972938895225525,False,-1,30.296556930541993,11.044949531555176
72,569,569,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/72.png,29.189666748046875,-0.17317140102386475,-1.0046143531799316,10.039918899536133,10.039918899536133,0.0,0.30000001192092896,True,False,0.997549831867218,False,-1,29.189667205810547,11.044533729553223
73,572,572,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/73.png,28.98392105102539,-0.1971644163131714,-1.0014362335205078,10.042959213256836,10.042959213256836,0.0,0.30000001192092896,True,False,0.9967285394668579,False,-1,28.983921508789063,11.044395446777344
74,574,574,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/74.png,28.43320083618164,-0.12966275215148926,-1.3677215576171875,9.676692962646484,9.676692962646484,0.0,0.30000001192092896,True,False,0.9959946870803833,False,-1,28.433201293945313,11.044414520263672
75,576,576,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/75.png,27.772510528564453,-0.16968762874603271,-1.0945372581481934,9.948976516723633,9.948976516723633,0.0,0.30000001192092896,True,False,0.9979283809661865,False,-1,27.772510986328125,11.043513298034668
76,578,578,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/76.png,27.84662628173828,-0.171655535697937,-0.8848953247070312,10.15616226196289,10.15616226196289,0.0,0.30000001192092896,True,False,0.997386634349823,False,-1,27.846626739501954,11.041057586669922
77,580,580,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/77.png,27.712703704833984,-0.16852140426635742,-1.4178047180175781,9.62333869934082,9.62333869934082,0.0,0.30000001192092896,True,False,0.9960691928863525,False,-1,27.712704162597657,11.041143417358398
78,582,582,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/78.png,28.21421241760254,-0.14612960815429688,-1.1142048835754395,9.927345275878906,9.927345275878906,0.0,0.30000001192092896,True,False,0.9946946501731873,False,-1,28.21421287536621,11.041550636291504
79,585,585,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/79.png,28.46518898010254,-0.10525274276733398,-1.2127585411071777,9.825851440429688,9.825851440429688,0.0,0.30000001192092896,True,False,0.9930601119995117,False,-1,28.46518943786621,11.038610458374023
80,587,587,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/80.png,27.796079635620117,-0.11764991283416748,-1.4446496963500977,9.591602325439453,9.591602325439453,0.0,0.30000001192092896,True,False,0.9878227710723877,False,-1,27.79608009338379,11.03625202178955
81,589,589,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/81.png,27.36904525756836,-0.021830439567565918,-1.216343879699707,9.816569328308105,9.816569328308105,0.0,0.30000001192092896,True,False,0.9929290413856506,False,-1,27.36904571533203,11.032913208007812
82,591,591,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/82.png,27.120891571044922,-0.0020346641540527344,-1.4713497161865234,9.557476043701172,9.557476043701172,0.0,0.30000001192092896,True,False,0.9952698349952698,False,-1,27.120892028808594,11.028825759887695
83,594,594,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/83.png,26.46331787109375,0.09128415584564209,-1.201681137084961,9.822568893432617,9.822568893432617,0.0,0.30000001192092896,True,False,0.9943445920944214,False,-1,26.463318328857422,11.024250030517578
84,596,596,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/84.png,26.389511108398438,0.11915898323059082,-1.4800095558166504,9.538585662841797,9.538585662841797,0.0,0.30000001192092896,True,False,0.9920784831047058,False,-1,26.38951156616211,11.018595695495605
85,598,598,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/85.png,26.339397430419922,0.29921936988830566,-1.3799066543579102,9.632655143737793,9.632655143737793,0.0,0.30000001192092896,True,False,0.9897137880325317,False,-1,26.339397888183594,11.012561798095703
86,600,600,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/86.png,26.21363067626953,0.34416210651397705,-1.1032238006591797,9.900992393493652,9.900992393493652,0.0,0.30000001192092896,True,False,0.993354320526123,False,-1,26.213631134033204,11.004216194152832
87,602,602,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/87.png,26.213903427124023,0.4283822774887085,-1.478816032409668,9.516011238098145,9.516011238098145,0.0,0.30000001192092896,True,False,0.9882799386978149,False,-1,26.213903884887696,10.994827270507812
88,604,604,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/88.png,25.935562133789062,0.6183398962020874,-1.0319314002990723,9.95405387878418,9.95405387878418,0.0,0.30000001192092896,True,False,0.9859033823013306,False,-1,25.935562591552735,10.985984802246094
89,606,606,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/89.png,25.52287483215332,0.6351052522659302,-1.3596572875976562,9.618958473205566,9.618958473205566,0.0,0.30000001192092896,True,False,0.9839613437652588,False,-1,25.522875289916993,10.978615760803223
90,608,608,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/90.png,24.80029296875,0.7598422765731812,-1.1489167213439941,9.818336486816406,9.818336486816406,0.0,0.30000001192092896,True,False,0.9788951873779297,False,-1,24.800293426513672,10.967253684997559
91,610,610,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/91.png,24.13507843017578,0.8577694892883301,-1.251574993133545,9.703968048095703,9.703968048095703,0.0,0.30000001192092896,True,False,0.985403835773468,False,-1,24.135078887939454,10.955543518066406
92,612,612,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/92.png,24.022092819213867,1.0129011869430542,-1.2352676391601562,9.708950996398926,9.708950996398926,0.0,0.30000001192092896,True,False,0.9820836782455444,False,-1,24.02209327697754,10.944218635559082
93,614,614,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/93.png,24.463449478149414,0.9599392414093018,-1.2714767456054688,9.660664558410645,9.660664558410645,0.0,0.30000001192092896,True,False,0.9853928685188293,False,-1,24.463449935913086,10.932141304016113
94,616,616,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/94.png,23.642053604125977,1.0582265853881836,-1.326162338256836,9.591475486755371,9.591475486755371,0.0,0.30000001192092896,True,False,0.9802168011665344,False,-1,23.64205406188965,10.917637825012207
