frame_idx,image_path,dRel,yRel,vRel,vLead,vLeadK,aLeadK,aLeadTau,status,fcw,modelProb,radar,radarTrackId,raw_vision_dRel,vEgo
1,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/1.png,31.113590240478516,-0.13436710834503174,-0.6983127593994141,10.19299030303955,10.19299030303955,0.0,0.30000001192092896,True,False,0.9917859435081482,False,-1,31.113590698242188,10.891303062438965
2,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/2.png,32.53879928588867,-0.14262855052947998,-0.5226821899414062,10.374608993530273,10.374608993530273,0.0,0.30000001192092896,True,False,0.9949045181274414,False,-1,32.53879974365234,10.89729118347168
3,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/3.png,31.92989730834961,-0.13090991973876953,-0.6100978851318359,10.290788650512695,10.290788650512695,0.0,0.30000001192092896,True,False,0.9943874478340149,False,-1,31.92989776611328,10.900886535644531
4,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/4.png,33.412113189697266,-0.16913878917694092,-0.36503171920776367,10.540946960449219,10.540946960449219,0.0,0.30000001192092896,True,False,0.9953658580780029,False,-1,33.412113647460934,10.90597915649414
5,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/5.png,28.883811950683594,-0.0919574499130249,-1.187863826751709,9.724496841430664,9.724496841430664,0.0,0.30000001192092896,True,False,0.9675928354263306,False,-1,28.883812408447266,10.912361145019531
6,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/6.png,30.252119064331055,-0.12604176998138428,-0.5192179679870605,10.399227142333984,10.399227142333984,0.0,0.30000001192092896,True,False,0.9936191439628601,False,-1,30.252119522094727,10.918445587158203
7,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/7.png,31.437267303466797,-0.09563374519348145,-0.5090913772583008,10.412734985351562,10.412734985351562,0.0,0.30000001192092896,True,False,0.9923496246337891,False,-1,31.43726776123047,10.921826362609863
8,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/8.png,31.44994354248047,-0.10077273845672607,-0.990931510925293,9.935647964477539,9.935647964477539,0.0,0.30000001192092896,True,False,0.9894105792045593,False,-1,31.44994400024414,10.926579475402832
9,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/9.png,28.033178329467773,0.038251638412475586,-1.4201464653015137,9.510759353637695,9.510759353637695,0.0,0.30000001192092896,True,False,0.940687358379364,False,-1,28.033178787231446,10.93090534210205
10,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/10.png,31.05919647216797,-0.10707128047943115,-0.6881332397460938,10.246641159057617,10.246641159057617,0.0,0.30000001192092896,True,False,0.9932275414466858,False,-1,31.05919692993164,10.934774398803711
11,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/11.png,29.96654510498047,-0.10190141201019287,-0.654533863067627,10.283651351928711,10.283651351928711,0.0,0.30000001192092896,True,False,0.990645170211792,False,-1,29.96654556274414,10.93818473815918
12,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/12.png,28.035860061645508,-0.027858972549438477,-1.3834457397460938,9.55811595916748,9.55811595916748,0.0,0.30000001192092896,True,False,0.93586665391922,False,-1,28.03586051940918,10.941561698913574
13,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/13.png,29.18903160095215,-0.11035692691802979,-0.6324653625488281,10.312317848205566,10.312317848205566,0.0,0.30000001192092896,True,False,0.9917305111885071,False,-1,29.18903205871582,10.944783210754395
14,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/14.png,29.359294891357422,-0.148340106010437,-0.6408019065856934,10.305154800415039,10.305154800415039,0.0,0.30000001192092896,True,False,0.9944548010826111,False,-1,29.359295349121094,10.945956230163574
15,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/15.png,30.35430908203125,-0.12297821044921875,-0.6362948417663574,10.311752319335938,10.311752319335938,0.0,0.30000001192092896,True,False,0.9926701784133911,False,-1,30.354309539794922,10.948047637939453
16,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/16.png,28.285484313964844,-0.004859447479248047,-1.1672477722167969,9.78321361541748,9.78321361541748,0.0,0.30000001192092896,True,False,0.9832320213317871,False,-1,28.285484771728516,10.950461387634277
17,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/17.png,28.983644485473633,-0.05672025680541992,-0.8009634017944336,10.151434898376465,10.151434898376465,0.0,0.30000001192092896,True,False,0.9891391396522522,False,-1,28.983644943237305,10.952398300170898
18,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/18.png,28.914655685424805,-0.13799989223480225,-0.6793603897094727,10.274274826049805,10.274274826049805,0.0,0.30000001192092896,True,False,0.9960750937461853,False,-1,28.914656143188477,10.953635215759277
19,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/19.png,29.51517105102539,-0.13978159427642822,-0.5515151023864746,10.403675079345703,10.403675079345703,0.0,0.30000001192092896,True,False,0.9972559809684753,False,-1,29.515171508789063,10.955190658569336
20,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/20.png,28.654878616333008,-0.17888784408569336,-0.5413656234741211,10.414896011352539,10.414896011352539,0.0,0.30000001192092896,True,False,0.9971656203269958,False,-1,28.65487907409668,10.95626163482666
21,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/21.png,28.311729431152344,-0.14010834693908691,-0.5608315467834473,10.39736557006836,10.39736557006836,0.0,0.30000001192092896,True,False,0.9968966245651245,False,-1,28.311729888916016,10.958196640014648
22,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/22.png,28.727466583251953,-0.15651237964630127,-0.6213669776916504,10.337686538696289,10.337686538696289,0.0,0.30000001192092896,True,False,0.9977042078971863,False,-1,28.727467041015625,10.959053039550781
23,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/23.png,29.049388885498047,-0.17030537128448486,-0.3368492126464844,10.62270450592041,10.62270450592041,0.0,0.30000001192092896,True,False,0.9977619647979736,False,-1,29.04938934326172,10.959553718566895
24,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/24.png,28.79796600341797,-0.16788768768310547,-0.4736347198486328,10.488075256347656,10.488075256347656,0.0,0.30000001192092896,True,False,0.9979225993156433,False,-1,28.79796646118164,10.961709976196289
25,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/25.png,28.176687240600586,-0.179634690284729,-0.40521860122680664,10.556324005126953,10.556324005126953,0.0,0.30000001192092896,True,False,0.9975010752677917,False,-1,28.17668769836426,10.961542129516602
26,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/26.png,27.7196044921875,-0.16796410083770752,-0.5944671630859375,10.366693496704102,10.366693496704102,0.0,0.30000001192092896,True,False,0.9982713460922241,False,-1,27.719604949951172,10.961160659790039
27,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/27.png,27.862234115600586,-0.167205810546875,-0.3177671432495117,10.640979766845703,10.640979766845703,0.0,0.30000001192092896,True,False,0.99790358543396,False,-1,27.86223457336426,10.958746910095215
28,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/28.png,24.640953063964844,-0.07820367813110352,-2.7896642684936523,8.167939186096191,8.167939186096191,0.0,0.30000001192092896,True,False,0.8998965620994568,False,-1,24.640953521728516,10.957603454589844
29,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/29.png,27.004636764526367,-0.19824182987213135,-0.18265819549560547,10.774040222167969,10.774040222167969,0.0,0.30000001192092896,True,False,0.99802565574646,False,-1,27.00463722229004,10.956698417663574
30,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/30.png,27.53463363647461,-0.1351017951965332,-0.47804832458496094,10.475157737731934,10.475157737731934,0.0,0.30000001192092896,True,False,0.9977725148200989,False,-1,27.53463409423828,10.953206062316895
31,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/31.png,27.046674728393555,-0.1649932861328125,-0.3130192756652832,10.636396408081055,10.636396408081055,0.0,0.30000001192092896,True,False,0.9979658126831055,False,-1,27.046675186157227,10.949416160583496
32,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/32.png,26.718040466308594,-0.16514718532562256,-0.18456745147705078,10.761809349060059,10.761809349060059,0.0,0.30000001192092896,True,False,0.9981473684310913,False,-1,26.718040924072266,10.94637680053711
33,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/33.png,26.823659896850586,-0.14480042457580566,-0.10191679000854492,10.840242385864258,10.840242385864258,0.0,0.30000001192092896,True,False,0.9980437755584717,False,-1,26.82366035461426,10.942159652709961
34,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/34.png,26.971817016601562,-0.15170550346374512,-0.43668174743652344,10.503470420837402,10.503470420837402,0.0,0.30000001192092896,True,False,0.997763991355896,False,-1,26.971817474365235,10.940152168273926
35,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/35.png,27.752731323242188,-0.1414552927017212,-0.3095664978027344,10.628424644470215,10.628424644470215,0.0,0.30000001192092896,True,False,0.9973227381706238,False,-1,27.75273178100586,10.93799114227295
36,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/36.png,27.658161163330078,-0.15817713737487793,-0.2812643051147461,10.653351783752441,10.653351783752441,0.0,0.30000001192092896,True,False,0.9978567957878113,False,-1,27.65816162109375,10.934616088867188
37,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/37.png,27.277667999267578,-0.14223003387451172,-0.3859272003173828,10.546246528625488,10.546246528625488,0.0,0.30000001192092896,True,False,0.997159481048584,False,-1,27.27766845703125,10.932173728942871
38,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/38.png,26.57910919189453,-0.11976432800292969,-0.1747760772705078,10.755019187927246,10.755019187927246,0.0,0.30000001192092896,True,False,0.9973440766334534,False,-1,26.579109649658204,10.929795265197754
39,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/39.png,25.87401580810547,-0.11800670623779297,-0.5859699249267578,10.342255592346191,10.342255592346191,0.0,0.30000001192092896,True,False,0.9965059757232666,False,-1,25.87401626586914,10.92822551727295
40,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/40.png,26.98105812072754,-0.2085716724395752,-0.6465487480163574,10.280435562133789,10.280435562133789,0.0,0.30000001192092896,True,False,0.9967283010482788,False,-1,26.98105857849121,10.926984786987305
41,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/41.png,27.243820190429688,-0.08740925788879395,-1.3681144714355469,9.558408737182617,9.558408737182617,0.0,0.30000001192092896,True,False,0.9913204312324524,False,-1,27.24382064819336,10.926523208618164
42,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/42.png,25.112817764282227,-0.026248693466186523,-0.42148447036743164,10.50291633605957,10.50291633605957,0.0,0.30000001192092896,True,False,0.9827776551246643,False,-1,25.1128182220459,10.92440128326416
43,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/43.png,26.190309524536133,-0.08721923828125,-0.39898204803466797,10.52554988861084,10.52554988861084,0.0,0.30000001192092896,True,False,0.9923918843269348,False,-1,26.190309982299805,10.924531936645508
44,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/44.png,27.607332229614258,-0.14442551136016846,-0.22664165496826172,10.69832992553711,10.69832992553711,0.0,0.30000001192092896,True,False,0.9962174296379089,False,-1,27.60733268737793,10.924971580505371
45,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/45.png,27.519775390625,-0.14902162551879883,-0.24849176406860352,10.676557540893555,10.676557540893555,0.0,0.30000001192092896,True,False,0.9970619082450867,False,-1,27.519775848388672,10.925049781799316
46,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/46.png,28.843626022338867,-0.18029344081878662,-0.3892230987548828,10.535794258117676,10.535794258117676,0.0,0.30000001192092896,True,False,0.9973893761634827,False,-1,28.84362648010254,10.925017356872559
47,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/47.png,27.923185348510742,-0.19051909446716309,-0.22617340087890625,10.698824882507324,10.698824882507324,0.0,0.30000001192092896,True,False,0.9977205395698547,False,-1,27.923185806274414,10.92499828338623
48,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/48.png,25.41315460205078,-0.05586671829223633,-0.8996686935424805,10.025328636169434,10.025328636169434,0.0,0.30000001192092896,True,False,0.981957197189331,False,-1,25.413155059814454,10.924997329711914
49,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/49.png,26.791015625,-0.16665709018707275,-0.3764495849609375,10.54854965209961,10.54854965209961,0.0,0.30000001192092896,True,False,0.9966034889221191,False,-1,26.791016082763672,10.924999237060547
50,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/50.png,25.422130584716797,-0.024301648139953613,-1.7688260078430176,9.156173706054688,9.156173706054688,0.0,0.30000001192092896,True,False,0.9734809398651123,False,-1,25.42213104248047,10.925000190734863
51,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/51.png,26.67080307006836,-0.17886137962341309,-0.1925644874572754,10.733694076538086,10.733694076538086,0.0,0.30000001192092896,True,False,0.9969979524612427,False,-1,26.67080352783203,10.926258087158203
52,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/52.png,26.38286781311035,-0.1546943187713623,-1.0787487030029297,9.84615421295166,9.84615421295166,0.0,0.30000001192092896,True,False,0.9964312314987183,False,-1,26.382868270874024,10.92490291595459
53,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/53.png,24.75090217590332,-0.21531200408935547,-0.3376579284667969,10.587146759033203,10.587146759033203,0.0,0.30000001192092896,True,False,0.9966856837272644,False,-1,24.750902633666993,10.9248046875
54,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/54.png,25.090282440185547,-0.15186071395874023,-0.692664623260498,10.23228645324707,10.23228645324707,0.0,0.30000001192092896,True,False,0.9910439252853394,False,-1,25.09028289794922,10.924951553344727
55,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/55.png,25.057039260864258,-0.16306889057159424,-0.613316535949707,10.311698913574219,10.311698913574219,0.0,0.30000001192092896,True,False,0.9957922697067261,False,-1,25.05703971862793,10.925015449523926
56,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/56.png,26.06873893737793,-0.16391432285308838,-0.27180910110473633,10.649974822998047,10.649974822998047,0.0,0.30000001192092896,True,False,0.9974238872528076,False,-1,26.068739395141602,10.921783447265625
57,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/57.png,25.738988876342773,-0.1674668788909912,-0.33763694763183594,10.58401870727539,10.58401870727539,0.0,0.30000001192092896,True,False,0.9981287121772766,False,-1,25.738989334106446,10.921655654907227
58,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/58.png,23.82375717163086,-0.09143471717834473,-0.6631555557250977,10.25894832611084,10.25894832611084,0.0,0.30000001192092896,True,False,0.9877024292945862,False,-1,23.82375762939453,10.922103881835938
59,/home/pjk/PycharmProjects/openpilot0.9.6/CAP/data/imgs/test_optim_patch26314/59.png,24.950138092041016,-0.16980481147766113,-1.5539960861206055,9.366572380065918,9.366572380065918,0.0,0.30000001192092896,True,False,0.982591450214386,False,-1,24.950138549804688,10.920568466186523
